Headline,Body ID,Stance
Pentagon: ISIS Got U.S. Weapons Package,1597,agree
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,1854,discuss
Search launched for dog's owner after pooch found dumped next to suitcase filled with belongings,618,agree
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",346,unrelated
Catholic Priest Claims God Is Female After Clinically Dead Experience,1351,unrelated
"New York schoolboy who made $72MILLION trading stocks on his lunch breaks - and now takes his friends out to dine on $400 caviar, drives a BMW and has definitely made his immigrant parents proud",1693,unrelated
ISIL Beheads American Photojournalist in Iraq,2130,unrelated
Isis claims to behead US journalist,1966,discuss
Kim Jong-un necks litres of rare SNAKE wine because he's too fat to please his wife,2296,agree
ISIS Militants Allegedly Contracted Ebola,2025,discuss
Audio of gunfire in Michael Brown case authenticated by app company,346,unrelated
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",2221,discuss
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,919,unrelated
Microsoft turns to robotic security guards to watch for trouble,2228,agree
Kim Jong-Un 'bans the name Kim Jong-un',1180,unrelated
Mexico checks if 43 missing students in mass grave,1613,discuss
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",816,unrelated
Code/Red: Apple Watch Battery Life — “Charge Nightly”,1702,discuss
Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event (but does send a nice flower basket instead),2330,unrelated
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,1808,unrelated
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1016,discuss
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,1019,unrelated
"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",1697,unrelated
Christian Bale will not play Steve Jobs,860,discuss
Video Purports to Show Beheading of American Journalist,1720,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],195,unrelated
"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",2477,discuss
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',2520,discuss
Experts: More facts needed on purported audio recording of Michael Brown shooting,867,unrelated
"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",2252,agree
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,527,unrelated
Apple Users Add Hairgate to iPhone 6 Problems,689,unrelated
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,1419,discuss
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,2441,unrelated
Seth Rogen to Play Apple Co-Founder Wozniak in Steve Jobs Biopic,2410,unrelated
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,2531,unrelated
Militant Group Says It Killed American Journalist in Syria,608,discuss
Anna Wintour: Is Rat Infestation At NYC ‘Vogue’ Office Kim Kardashian’s Fault?,1968,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,7,unrelated
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',139,unrelated
Amazon Is Going To Open A Physical Store!,2116,discuss
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1786,unrelated
"Video showing American journalist beheaded believed real, officials and family say",1549,unrelated
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,1891,discuss
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,2249,discuss
"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",342,unrelated
Vice squad’s $1m win lights up Las Vegas,2463,unrelated
Woman Dumped by Boyfriend Spends Entire Week Mourning at KFC,1819,unrelated
Texas Plumber Has ‘No Idea’ How Company Truck Ended Up With ISIS,565,unrelated
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,755,unrelated
Al Qaida hostage killed in raid,2495,unrelated
Doubts cast over Nicaragua meteorite claim,1825,discuss
ISIL Beheads American Photojournalist in Iraq,2386,agree
eBay working on bidding app for Apple Watch,1393,unrelated
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,2343,discuss
Apple Orders More Than 5 Million Watches for Initial Run,2370,unrelated
"Big Bank Hank, co-founder of the Sugarhill Gang, has died",17,unrelated
Nigeria and Boko Haram 'agree ceasefire and girls' release',1697,unrelated
"Non, le lancement du nouveau «Star Wars» ne sera pas devancé à cet été",2084,discuss
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",1637,unrelated
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,1787,unrelated
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,1835,unrelated
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2495,discuss
Seth Rogen reportedly nabs Steve Wozniak role in Steve Jobs filmSteve Jobs Iconic Moments,941,unrelated
BREAKING: ISIS Beheads American Journalist James Wright Foley,1658,agree
Lebanon confirms holding ISIS chief’s kin,170,unrelated
Robert Plant Literally Ripped Up An $800 Million Contract To Reunite Led Zeppelin,734,discuss
Missing American journalist reportedly beheaded by Islamic State ,1206,discuss
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,2118,discuss
"No, that high school kid didn't make $72 million trading stocks",2009,unrelated
Surreal Photos of Fisherman’s Jaw-Dropping Catch Will Likely Have People Wondering If It’s Real,1011,unrelated
Amazon is about to open its first-ever physical store in New York City,1369,unrelated
"Pizza delivery man gets $2,000 tip",472,unrelated
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",2530,discuss
Mystery man slaps shoppers around head for sneezing,1439,unrelated
Taylor Lianne Chandler: Michael Phelps' Cougar Girlfriend Revealed?,1364,unrelated
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),2477,discuss
Canadian Soldier Shot At Ottawa War Memorial: Report,401,unrelated
Alleged audio of Michael Brown shooting released,1197,unrelated
A Bunch Of People Thought Banksy Got Arrested But It Was A Hoax,2412,unrelated
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,1946,discuss
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,115,unrelated
"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",730,unrelated
Nigeria says it has deal with Boko Haram to release kidnapped girls,308,discuss
Kim Yo-jong in Charge: Kim Jong-un's Sister 'Replaces' North Korean Dictator During Illness,84,unrelated
Axl Rose Dies? Guns N’ Roses Singer Dead ‘West Hollywood Home at Age 52′ is Fake,144,unrelated
New Audio Recording From Ferguson May Capture Michael Brown Shooting,1715,discuss
This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,2305,unrelated
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,2443,discuss
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1690,discuss
Islamic State 'training pilots to fly fighter jets',2299,unrelated
Texas plumber baffled after truck ends up in the hands of Syrian rebels,1256,unrelated
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,2261,unrelated
"Obama, Outraged Over Beheading, Vows to Stay on Course",2450,agree
Obama denounces killing of journalist James Foley and pledges ‘justice’,1385,unrelated
Christian Bale quits Steve Jobs movie,137,unrelated
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,2223,unrelated
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",530,unrelated
Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,1212,unrelated
Sugarhill Gang co-founder Big Bank Hank dies,1458,unrelated
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,997,discuss
"Spider burrowed into appendix scar, crawled through WA man's body",1888,unrelated
After ISIS trick mum into eating son - 5 other reluctant cannibals including those forced to eat own body parts,2102,unrelated
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1166,discuss
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",2037,discuss
US confirms death of Somalia terror group leader,1498,unrelated
British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley,2327,discuss
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,459,unrelated
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,2036,unrelated
Is Kim Jong-Un Really Opening a Restaurant in Scotland?,2452,discuss
Shocking Photos! Mom Tries To Sell Son To Pay For Daughter's Cancer Treatment,1627,agree
"Batmobile stolen in Detroit? Good one, joker!",621,unrelated
"Fidel Castro Is Dead, According to Viral Twitter Rumors",34,unrelated
You all had an abortion! [Google Translate],2508,agree
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,559,unrelated
Cloistered nun has a stomach ache  hospital gives birth to a baby [Google Translate],2192,unrelated
Amazon.com to open first physical store in Manhattan: DJ,1011,unrelated
"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",2508,agree
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",239,unrelated
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,1926,disagree
Robot security guards now patrolling Microsoft's Silicon Valley campus,572,unrelated
Govt fires employee who skipped work for 24 years,2134,agree
Viral Photo Shows How Chinese Workers Are Used to Manipulate App Store Rankings,126,unrelated
Saudi cleric issues fatwa on snowmen,26,unrelated
ISIS KILLS 300 IRAQI SOLDIERS WITH CHLORINE GAS: SHIA MP,1177,unrelated
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),755,unrelated
WHO: Isis does not have Ebola – but contingency plan being developed for Iraq,950,unrelated
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,2184,unrelated
"Cook said to confirm Apple Watch is showerproof, lasts a day",195,unrelated
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",1477,unrelated
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,1906,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,2375,unrelated
Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,1538,discuss
Boko Haram denies ceasefire claim by Nigeria's government,663,unrelated
$YUM Serving Up #Marijuana & Fried Chicken,2456,unrelated
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",2471,discuss
Christian Bale to Play Steve Jobs in New Movie,2097,unrelated
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,2525,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,2127,unrelated
Former U.S. soldier says IS used chemical weapons in Kobani,1895,discuss
What Glenn Beck Fears May Be Done With the 11 Missing Jets,2297,unrelated
Christian Bale in Talks to Star in Sony's Steve Jobs Film,1702,unrelated
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',1252,unrelated
Pumpkin Spice Condoms Could Be The Only Thing To Save The World From Basic Children,242,unrelated
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",2442,agree
Did Josh Paler Lin Stage His Viral Video About Helping the Homeless?,1681,unrelated
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1506,unrelated
'There is no limit to their depravity' Islamic State FEED mother her own SON,75,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',984,unrelated
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,2388,unrelated
North Korea directive reveals apparent ban on sharing Kim Jong-un’s name,2520,unrelated
ISIL militant 'Jihadi John' named by media,2328,unrelated
Rapper identified as James Foley's executioner: reports,1303,unrelated
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,871,discuss
Predator drones being flown over Isil's Syrian 'capital',146,agree
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,2143,disagree
"Want a Gold Apple Watch? All You Need is $5,000",652,unrelated
Give a homeless man $100 and see what he does with it [Video],643,unrelated
Seth Rogen Is Woz,1002,discuss
"Dogs DO go to heaven… and cats, and horses: Pope assures young boy that there is a place in paradise for animals as well",2370,disagree
